2024-03-28 07:34:17,020 INFO    StreamThr :35574 [internal.py:wandb_internal():86] W&B internal server running at pid: 35574, started at: 2024-03-28 07:34:17.018871
2024-03-28 07:34:17,021 DEBUG   HandlerThread:35574 [handler.py:handle_request():144] handle_request: status
2024-03-28 07:34:17,040 INFO    WriterThread:35574 [datastore.py:open_for_write():85] open: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_073417-7nzkf7tz/run-7nzkf7tz.wandb
2024-03-28 07:34:17,041 DEBUG   SenderThread:35574 [sender.py:send():379] send: header
2024-03-28 07:34:17,058 DEBUG   SenderThread:35574 [sender.py:send():379] send: run
2024-03-28 07:34:17,615 INFO    SenderThread:35574 [dir_watcher.py:__init__():211] watching files in: /Users/junhyeonbae/PycharmProjects/MADQN/Model_analysis/wandb/run-20240328_073417-7nzkf7tz/files
2024-03-28 07:34:17,615 INFO    SenderThread:35574 [sender.py:_start_run_threads():1121] run started: 7nzkf7tz with start time 1711578857.019353
2024-03-28 07:34:17,622 DEBUG   SenderThread:35574 [sender.py:send_request():406] send_request: summary_record
2024-03-28 07:34:17,623 INFO    SenderThread:35574 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-03-28 07:34:17,639 DEBUG   HandlerThread:35574 [handler.py:handle_request():144] handle_request: check_version
2024-03-28 07:34:17,639 DEBUG   SenderThread:35574 [sender.py:send_request():406] send_request: check_version
2024-03-28 07:34:17,683 DEBUG   HandlerThread:35574 [handler.py:handle_request():144] handle_request: run_start
2024-03-28 07:34:17,684 DEBUG   HandlerThread:35574 [system_info.py:__init__():31] System info init
2024-03-28 07:34:17,684 DEBUG   HandlerThread:35574 [system_info.py:__init__():46] System info init done
2024-03-28 07:34:17,684 INFO    HandlerThread:35574 [system_monitor.py:start():181] Starting system monitor
2024-03-28 07:34:17,684 INFO    SystemMonitor:35574 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-03-28 07:34:17,684 INFO    HandlerThread:35574 [system_monitor.py:probe():201] Collecting system info
2024-03-28 07:34:17,685 INFO    SystemMonitor:35574 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 07:34:17,685 INFO    SystemMonitor:35574 [interfaces.py:start():190] Started disk monitoring
2024-03-28 07:34:17,685 DEBUG   HandlerThread:35574 [system_info.py:probe():195] Probing system
2024-03-28 07:34:17,686 INFO    SystemMonitor:35574 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-28 07:34:17,687 INFO    SystemMonitor:35574 [interfaces.py:start():190] Started memory monitoring
2024-03-28 07:34:17,691 INFO    SystemMonitor:35574 [interfaces.py:start():190] Started network monitoring
2024-03-28 07:34:17,697 DEBUG   HandlerThread:35574 [system_info.py:_probe_git():180] Probing git
2024-03-28 07:34:17,719 DEBUG   HandlerThread:35574 [system_info.py:_probe_git():188] Probing git done
2024-03-28 07:34:17,719 DEBUG   HandlerThread:35574 [system_info.py:probe():240] Probing system done
